user_id,service_name,category,monthly_cost,login_frequency,time_spent,feature_usage,churned
152,Spotify,Music,199,3,4.81,60.85,No
152,Dropbox,Storage,150,7,8.87,88.94,Yes
152,Google One,Storage,130,8,7.19,10.84,Yes
152,Hotstar,Streaming,299,5,13.28,35.01,Yes
153,Netflix,Streaming,499,10,10.03,37.98,No
153,Dropbox,Storage,150,14,9.43,26.92,No
153,Apple Music,Music,179,13,8.31,57.17,No
153,Notion Pro,Productivity,300,22,12.57,10.99,No
154,Canva Pro,Productivity,399,21,5.84,39.42,Yes
154,Google One,Storage,130,23,7.32,55.18,Yes
154,Amazon Prime,Streaming,299,15,7.0,74.99,No
154,Netflix,Streaming,499,3,2.5,69.67,Yes
155,Netflix,Streaming,499,7,0.55,65.76,Yes
155,Dropbox,Storage,150,13,1.85,62.94,No
155,Google One,Storage,130,14,10.99,19.37,No
155,Apple Music,Music,179,20,8.63,64.31,No
156,Canva Pro,Productivity,399,18,9.23,12.06,No
156,Dropbox,Storage,150,14,2.66,72.59,No
156,Notion Pro,Productivity,300,6,3.54,84.26,No
156,Hotstar,Streaming,299,13,2.64,39.54,No
156,Amazon Prime,Streaming,299,18,5.89,15.63,No
157,Dropbox,Storage,150,15,14.98,93.98,No
157,Canva Pro,Productivity,399,17,9.74,54.65,Yes
158,Amazon Prime,Streaming,299,15,6.44,85.58,No
158,YouTube Premium,Streaming,129,9,14.28,28.26,No
158,Hotstar,Streaming,299,10,5.35,12.36,Yes
158,Apple Music,Music,179,22,4.46,56.63,No
158,Spotify,Music,199,21,1.31,86.75,No
159,Amazon Prime,Streaming,299,5,12.71,26.75,No
159,Dropbox,Storage,150,10,14.09,73.54,No
159,Hotstar,Streaming,299,7,13.61,91.85,No
159,YouTube Premium,Streaming,129,4,11.6,24.3,Yes
160,Hotstar,Streaming,299,20,10.03,96.1,Yes
160,Notion Pro,Productivity,300,12,1.15,13.27,No
160,Apple Music,Music,179,23,13.64,32.46,No
161,YouTube Premium,Streaming,129,22,6.72,86.03,No
161,Spotify,Music,199,9,7.57,13.03,Yes
161,Canva Pro,Productivity,399,11,2.52,57.92,No
162,Hotstar,Streaming,299,7,1.75,31.31,No
162,Canva Pro,Productivity,399,11,14.47,60.42,No
163,Amazon Prime,Streaming,299,10,12.5,80.89,No
163,Apple Music,Music,179,5,14.73,33.09,No
163,Spotify,Music,199,5,8.7,51.75,No
163,Netflix,Streaming,499,12,5.57,20.27,Yes
163,Notion Pro,Productivity,300,4,6.56,18.0,Yes
164,Apple Music,Music,179,1,8.09,20.33,No
164,Google One,Storage,130,11,1.48,73.71,No
164,YouTube Premium,Streaming,129,6,3.78,86.22,Yes
164,Notion Pro,Productivity,300,5,14.21,86.5,No
164,Hotstar,Streaming,299,2,13.0,51.41,No
165,Apple Music,Music,179,12,1.4,56.13,No
165,Amazon Prime,Streaming,299,10,14.68,81.46,No
165,Spotify,Music,199,7,13.15,59.04,No
165,Dropbox,Storage,150,20,8.03,28.44,No
165,Notion Pro,Productivity,300,22,2.84,32.99,No
166,Apple Music,Music,179,8,14.78,79.48,Yes
166,Canva Pro,Productivity,399,24,7.23,91.83,No
166,Google One,Storage,130,20,12.08,43.47,No
166,Notion Pro,Productivity,300,18,1.85,49.7,Yes
167,Dropbox,Storage,150,12,8.09,35.84,No
167,Hotstar,Streaming,299,4,4.51,38.11,No
167,Apple Music,Music,179,15,13.77,57.97,Yes
168,Hotstar,Streaming,299,20,8.59,24.94,No
168,Dropbox,Storage,150,13,13.64,34.92,No
168,Google One,Storage,130,1,9.17,13.0,Yes
169,Notion Pro,Productivity,300,16,2.71,49.63,No
169,Hotstar,Streaming,299,22,12.92,20.59,No
169,Apple Music,Music,179,23,14.52,47.6,No
169,Netflix,Streaming,499,21,11.02,39.07,No
170,Google One,Storage,130,23,2.38,71.82,Yes
170,Netflix,Streaming,499,4,10.93,90.12,Yes
170,Amazon Prime,Streaming,299,5,14.62,40.32,Yes
170,Canva Pro,Productivity,399,6,8.34,73.92,Yes
171,Google One,Storage,130,11,13.57,68.65,No
171,Canva Pro,Productivity,399,24,7.67,84.54,No
171,Netflix,Streaming,499,16,10.82,84.34,Yes
171,Dropbox,Storage,150,21,6.59,91.48,No
171,Notion Pro,Productivity,300,18,11.36,68.6,No
172,Spotify,Music,199,22,11.2,82.56,No
172,Netflix,Streaming,499,3,0.95,76.54,Yes
172,Google One,Storage,130,3,10.45,16.27,Yes
173,YouTube Premium,Streaming,129,9,10.0,99.26,Yes
173,Apple Music,Music,179,3,10.57,56.14,Yes
173,Google One,Storage,130,21,0.98,37.36,No
174,Amazon Prime,Streaming,299,14,13.6,30.95,No
174,Netflix,Streaming,499,13,13.53,68.57,No
175,Dropbox,Storage,150,23,2.95,45.08,No
175,Canva Pro,Productivity,399,14,13.04,59.2,No
175,Google One,Storage,130,14,7.45,11.62,No
175,Netflix,Streaming,499,14,13.81,35.2,No
176,Apple Music,Music,179,19,14.61,84.34,No
176,Spotify,Music,199,20,14.74,65.92,No
176,Canva Pro,Productivity,399,23,8.22,67.16,No
177,YouTube Premium,Streaming,129,24,10.7,58.66,Yes
177,Dropbox,Storage,150,9,0.68,52.19,Yes
178,YouTube Premium,Streaming,129,11,1.58,30.37,No
178,Spotify,Music,199,9,1.2,91.26,No
179,Netflix,Streaming,499,9,5.29,40.64,No
179,Hotstar,Streaming,299,23,8.2,85.43,No
179,Spotify,Music,199,12,8.95,99.59,No
179,Dropbox,Storage,150,21,1.42,84.82,No
179,Google One,Storage,130,1,11.19,57.27,Yes
180,Spotify,Music,199,3,12.52,89.11,No
180,Notion Pro,Productivity,300,13,10.57,17.4,No
181,Google One,Storage,130,14,11.72,64.17,No
181,Netflix,Streaming,499,22,9.3,66.82,No
181,Amazon Prime,Streaming,299,19,3.94,56.11,Yes
181,Canva Pro,Productivity,399,22,11.91,97.37,No
182,Canva Pro,Productivity,399,24,9.21,76.92,No
182,Hotstar,Streaming,299,23,6.4,90.23,Yes
182,Dropbox,Storage,150,12,9.26,91.66,No
182,Spotify,Music,199,10,14.59,39.82,No
183,Amazon Prime,Streaming,299,8,7.31,50.27,Yes
183,YouTube Premium,Streaming,129,17,7.99,10.5,Yes
183,Dropbox,Storage,150,8,1.03,19.72,Yes
183,Canva Pro,Productivity,399,21,6.86,29.67,No
183,Apple Music,Music,179,22,14.01,45.73,Yes
184,Amazon Prime,Streaming,299,9,12.36,57.84,No
184,Dropbox,Storage,150,23,13.18,54.42,No
184,Hotstar,Streaming,299,19,7.03,93.65,Yes
184,Apple Music,Music,179,8,6.62,46.99,No
185,Dropbox,Storage,150,21,4.24,70.71,No
185,Netflix,Streaming,499,7,14.33,74.93,No
186,Dropbox,Storage,150,14,1.24,33.18,Yes
186,Notion Pro,Productivity,300,15,13.14,33.1,No
186,YouTube Premium,Streaming,129,1,7.12,43.21,Yes
187,Canva Pro,Productivity,399,8,11.39,16.39,Yes
187,YouTube Premium,Streaming,129,15,11.37,47.14,No
187,Dropbox,Storage,150,10,5.75,63.43,Yes
187,Spotify,Music,199,18,2.51,20.42,Yes
187,Amazon Prime,Streaming,299,3,11.0,20.85,No
188,Spotify,Music,199,6,12.52,99.21,No
188,Dropbox,Storage,150,9,6.62,36.55,Yes
188,Google One,Storage,130,13,6.29,91.91,No
188,Amazon Prime,Streaming,299,23,12.34,16.06,No
188,YouTube Premium,Streaming,129,11,6.73,70.57,No
189,Google One,Storage,130,21,13.0,63.13,No
189,Apple Music,Music,179,3,7.03,62.13,No
189,Amazon Prime,Streaming,299,23,5.12,62.4,No
190,Apple Music,Music,179,22,10.73,71.96,No
190,YouTube Premium,Streaming,129,24,2.9,68.12,Yes
190,Spotify,Music,199,1,5.52,23.9,Yes
190,Canva Pro,Productivity,399,18,9.74,40.65,Yes
190,Amazon Prime,Streaming,299,11,5.01,70.94,No
191,Amazon Prime,Streaming,299,2,12.7,62.22,No
191,Notion Pro,Productivity,300,4,2.93,97.48,Yes
192,Notion Pro,Productivity,300,24,7.83,96.76,No
192,Spotify,Music,199,14,0.95,44.92,Yes
192,Apple Music,Music,179,18,5.04,23.24,No
193,Notion Pro,Productivity,300,10,13.55,20.45,No
193,Apple Music,Music,179,5,7.37,49.97,No
193,Google One,Storage,130,9,14.77,35.96,No
193,YouTube Premium,Streaming,129,20,0.95,97.37,No
194,Hotstar,Streaming,299,5,2.74,59.83,No
194,Notion Pro,Productivity,300,22,4.08,85.47,No
195,Apple Music,Music,179,2,4.26,27.52,Yes
195,Hotstar,Streaming,299,14,10.32,31.15,No
195,Netflix,Streaming,499,4,5.54,62.24,Yes
195,Canva Pro,Productivity,399,3,2.68,83.51,Yes
195,Notion Pro,Productivity,300,17,11.15,37.04,No
196,Spotify,Music,199,24,9.5,28.12,No
196,Canva Pro,Productivity,399,5,7.4,58.87,Yes
196,Amazon Prime,Streaming,299,21,9.19,41.81,No
197,Apple Music,Music,179,22,2.39,81.15,Yes
197,Dropbox,Storage,150,17,10.37,52.01,Yes
197,Google One,Storage,130,6,2.66,51.64,No
197,YouTube Premium,Streaming,129,12,11.44,54.27,No
198,YouTube Premium,Streaming,129,4,4.64,28.29,Yes
198,Spotify,Music,199,15,9.28,92.69,No
198,Netflix,Streaming,499,17,13.05,98.27,No
199,Amazon Prime,Streaming,299,19,9.23,63.23,No
199,YouTube Premium,Streaming,129,3,3.41,19.83,No
199,Dropbox,Storage,150,17,9.78,36.86,No
199,Hotstar,Streaming,299,6,4.21,12.77,No
199,Canva Pro,Productivity,399,23,0.78,52.92,No
200,Spotify,Music,199,11,13.14,57.45,No
200,Apple Music,Music,179,21,5.7,82.4,No
200,Amazon Prime,Streaming,299,24,8.16,81.41,No
